CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age
United States,Graduate Degree,Management,M,M,1,3,0,0,103371,1.0,50.34,33
Canada,Graduate Degree,Professional,M,M,1,2,1,2,137678,1.0,58.76,33
France,Bachelors,Clerical,F,M,1,3,1,1,85873,1.0,57.15,38
United States,Bachelors,Management,M,S,1,2,0,0,109618,0.0,59.32,42
Germany,Bachelors,Skilled Manual,F,M,1,1,0,2,57014,0.0,49.72,60
United Kingdom,Partial High School,Skilled Manual,M,M,1,2,2,2,58229,1.0,62.78,57
Canada,Partial College,Skilled Manual,M,M,1,1,1,2,56215,1.0,52.92,49
Australia,Bachelors,Skilled Manual,M,S,0,0,0,0,61243,1.0,48.77,45
Australia,High School,Skilled Manual,M,M,1,1,1,1,52543,0.0,51.91,52
Germany,High School,Skilled Manual,M,S,1,1,0,0,60056,1.0,58.11,48
France,Partial High School,Manual,M,M,1,1,2,2,26508,0.0,51.81,57
Australia,Bachelors,Management,M,M,1,0,1,2,113492,1.0,54.14,45
United States,Graduate Degree,Professional,M,M,1,2,2,2,129612,0.0,51.88,62
United States,Graduate Degree,Skilled Manual,M,M,1,1,0,3,55554,1.0,48.51,71
United States,Bachelors,Management,F,M,1,0,0,2,108358,0.0,50.98,57
Germany,Partial College,Clerical,M,S,1,2,0,0,87834,0.0,50.63,50
Australia,Bachelors,Clerical,M,S,0,2,0,0,86770,0.0,49.95,33
Australia,Bachelors,Professional,M,S,0,2,0,0,129854,0.0,56.79,29
United States,Partial College,Skilled Manual,F,S,0,1,0,0,53254,0.0,46.09,41
United States,Bachelors,Skilled Manual,F,M,0,1,0,1,56787,1.0,52.83,34
United States,High School,Skilled Manual,M,S,0,2,0,0,60456,0.0,53.09,27
United Kingdom,Partial College,Skilled Manual,M,M,1,1,0,2,57259,1.0,55.43,50
United States,High School,Manual,M,M,1,1,0,2,28305,0.0,52.72,48
United States,Bachelors,Skilled Manual,M,S,0,1,0,0,53778,1.0,51.07,39
France,Partial High School,Manual,F,S,0,1,0,0,32994,0.0,47.91,33
Canada,Partial High School,Skilled Manual,M,M,1,1,1,2,56214,1.0,52.66,55
United States,Bachelors,Manual,M,M,1,0,1,2,27721,0.0,55.0,42
France,Bachelors,Management,F,M,1,0,1,2,106023,0.0,48.6,39
Canada,Bachelors,Skilled Manual,M,S,0,0,0,0,57279,0.0,51.04,27
Canada,Partial College,Clerical,F,S,0,2,0,0,87320,1.0,48.08,28
United States,Partial College,Skilled Manual,M,M,0,1,0,0,52603,1.0,49.25,28
United States,Partial College,Skilled Manual,M,S,0,0,0,0,61053,0.0,53.02,30
France,High School,Clerical,F,S,0,1,0,0,86450,0.0,59.72,40
Australia,Partial High School,Manual,M,M,1,0,2,2,30477,1.0,50.36,57
Australia,Bachelors,Clerical,F,S,0,1,0,0,77626,0.0,55.17,39
Australia,High School,Skilled Manual,F,S,0,0,0,0,52459,0.0,48.66,28
United States,Graduate Degree,Skilled Manual,M,M,1,0,2,2,51623,1.0,50.32,66
United States,Graduate Degree,Professional,M,S,1,2,0,0,136759,1.0,50.89,32
United States,Bachelors,Management,M,M,1,1,0,2,104879,0.0,52.1,38
Germany,Partial College,Management,F,M,1,3,0,0,102359,1.0,55.82,27
United States,Bachelors,Manual,M,M,1,1,0,1,29841,1.0,50.25,44
France,Partial High School,Skilled Manual,F,M,1,1,0,2,56607,0.0,49.27,55
France,Bachelors,Skilled Manual,M,M,1,2,0,2,62615,0.0,53.61,51
United Kingdom,High School,Skilled Manual,F,S,0,2,0,0,58128,1.0,54.92,29
United States,Partial College,Manual,M,M,0,0,0,2,28713,0.0,52.95,40
France,Bachelors,Professional,F,M,1,2,1,2,138195,1.0,54.46,46
United States,Partial College,Clerical,M,S,0,3,0,0,85458,1.0,54.08,27
Australia,Partial College,Clerical,M,M,1,1,0,1,77915,1.0,52.63,44
Canada,Partial High School,Manual,M,M,1,0,1,2,29269,1.0,54.3,50
United States,High School,Manual,M,S,0,1,0,0,34096,0.0,53.21,43
Germany,Partial College,Manual,M,S,0,0,0,0,28819,0.0,54.35,45
France,High School,Skilled Manual,M,M,1,2,1,2,55946,1.0,51.79,50
Australia,Partial College,Management,M,M,1,3,1,2,107555,1.0,57.07,57
Canada,Partial College,Clerical,F,S,1,2,0,0,77538,1.0,51.1,42
United States,Partial College,Clerical,F,S,1,2,0,0,85868,1.0,55.38,55
United Kingdom,Graduate Degree,Professional,F,S,1,1,0,0,128600,1.0,49.75,35
Germany,Bachelors,Management,F,S,1,1,0,1,106197,1.0,50.71,60
United States,Graduate Degree,Management,F,M,1,0,2,2,112079,1.0,54.79,45
Germany,High School,Skilled Manual,M,S,0,0,0,0,57837,0.0,53.11,41
United States,Graduate Degree,Skilled Manual,F,M,0,1,1,2,54559,1.0,56.27,33
Canada,Graduate Degree,Professional,M,S,1,2,0,0,134441,0.0,46.38,32
United States,Partial College,Clerical,M,M,0,0,0,0,84726,0.0,63.78,25
Germany,High School,Clerical,F,M,1,3,0,2,86672,1.0,50.7,47
Germany,Bachelors,Management,F,M,1,2,2,2,107377,1.0,45.93,58
United States,Bachelors,Management,F,S,1,0,0,0,102684,1.0,60.13,37
Australia,Graduate Degree,Professional,M,M,1,2,1,2,133600,1.0,50.65,35
United States,Bachelors,Manual,F,M,1,1,0,2,34245,1.0,60.26,73
Australia,Bachelors,Management,M,S,1,2,0,0,109609,1.0,49.41,39
United States,Partial College,Clerical,F,M,1,3,0,2,83946,1.0,56.88,42
Australia,Partial College,Manual,M,M,0,0,0,0,30280,1.0,51.88,24
United States,Graduate Degree,Management,M,M,1,3,1,2,110367,1.0,49.85,45
Australia,Bachelors,Clerical,M,M,0,0,0,0,77751,1.0,52.63,26
France,Partial College,Skilled Manual,M,S,0,1,0,0,58547,1.0,48.14,40
France,High School,Clerical,M,S,0,0,0,0,79174,1.0,54.36,26
Canada,Partial High School,Skilled Manual,M,S,1,0,0,0,55911,0.0,52.07,47
France,Partial College,Skilled Manual,M,S,0,0,0,0,56463,1.0,54.9,34
United States,Graduate Degree,Clerical,F,S,0,2,0,0,82846,0.0,46.73,32
Germany,Bachelors,Management,M,M,1,3,1,2,102702,1.0,52.74,58
Germany,High School,Manual,F,M,1,1,1,2,31030,1.0,53.87,48
Australia,Partial College,Skilled Manual,M,M,1,0,1,2,58006,1.0,57.43,44
United States,Bachelors,Skilled Manual,M,S,0,0,0,0,52030,1.0,57.35,39
Germany,Bachelors,Management,F,M,1,2,1,2,111734,0.0,50.2,38
Australia,Bachelors,Manual,F,S,0,1,0,0,31324,1.0,52.18,25
United States,Partial College,Clerical,F,S,0,2,0,0,84748,1.0,45.56,29
United States,Graduate Degree,Management,F,M,1,3,1,2,106165,0.0,49.73,62
Germany,Graduate Degree,Management,M,S,1,3,0,0,112892,1.0,53.92,45
United States,Graduate Degree,Management,M,M,1,2,0,2,112525,0.0,48.55,38
Germany,Partial College,Skilled Manual,F,S,1,1,0,0,54532,0.0,51.43,52
Australia,Partial College,Skilled Manual,F,M,1,2,1,2,51893,0.0,50.81,42
Germany,Bachelors,Manual,F,M,0,0,0,0,31888,0.0,50.49,31
Germany,Partial College,Clerical,M,S,0,1,0,0,78167,0.0,62.12,25
France,Bachelors,Clerical,F,S,1,3,0,0,81965,0.0,51.44,44
Germany,Partial College,Skilled Manual,M,M,1,1,0,1,60366,1.0,54.27,47
Australia,Partial College,Clerical,M,S,0,0,0,0,80639,1.0,54.05,26
Germany,High School,Clerical,M,M,0,1,0,0,87329,1.0,49.66,27
Canada,High School,Clerical,M,M,1,2,0,2,82445,0.0,49.99,60
United Kingdom,High School,Clerical,M,S,1,1,0,0,82471,0.0,51.25,55
United States,Partial College,Clerical,M,S,1,2,0,0,83650,1.0,53.7,55
Australia,Partial College,Management,F,S,0,2,0,0,109072,0.0,46.21,30
United Kingdom,Partial College,Skilled Manual,M,M,1,1,1,2,52881,1.0,51.77,51
United States,High School,Clerical,M,S,0,3,0,0,80920,1.0,51.53,24
Canada,Graduate Degree,Skilled Manual,F,S,0,0,0,0,53679,1.0,49.7,45
United States,Bachelors,Skilled Manual,F,M,1,1,1,2,57437,1.0,52.96,58
Australia,High School,Skilled Manual,M,M,1,1,2,2,55082,0.0,60.8,49
Australia,Partial College,Manual,M,M,0,1,0,0,31278,1.0,52.47,26
Australia,Bachelors,Management,F,M,1,3,0,0,107888,1.0,55.99,40
Canada,Bachelors,Professional,F,M,1,2,0,2,134352,1.0,48.76,34
France,Partial College,Skilled Manual,F,S,0,2,0,0,62020,1.0,54.19,41
Australia,Bachelors,Professional,F,M,1,2,2,2,136016,0.0,50.39,63
United States,Partial College,Skilled Manual,M,S,1,1,0,0,62034,0.0,47.93,55
Canada,Bachelors,Professional,F,M,1,1,1,2,132340,0.0,48.3,36
United Kingdom,Bachelors,Management,F,M,1,1,1,1,111058,0.0,46.74,40
United States,Bachelors,Skilled Manual,F,S,0,0,0,0,53292,1.0,53.04,39
United Kingdom,Bachelors,Skilled Manual,M,M,1,1,1,1,52412,1.0,50.5,41
Australia,Partial College,Skilled Manual,F,S,0,2,0,0,60916,0.0,49.79,31
United Kingdom,Partial College,Manual,M,S,0,0,0,0,36229,1.0,52.59,26
United Kingdom,High School,Skilled Manual,M,S,0,1,0,0,53906,1.0,53.93,32
Germany,Partial High School,Manual,M,M,0,0,0,1,34667,0.0,53.4,32
Australia,Bachelors,Management,F,S,0,4,0,0,108792,1.0,57.68,30
United Kingdom,Graduate Degree,Clerical,F,M,1,2,1,2,78623,1.0,54.34,43
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,54921,1.0,50.64,30
Germany,Partial College,Skilled Manual,M,S,0,2,0,0,58491,0.0,50.31,33
Australia,Graduate Degree,Management,M,M,1,3,1,2,108489,0.0,48.38,61
France,Partial College,Skilled Manual,M,M,1,1,0,2,51326,0.0,55.16,46
United States,High School,Manual,M,M,1,1,1,2,30465,1.0,58.15,47
United Kingdom,Bachelors,Management,M,S,1,1,0,0,110551,1.0,50.81,37
United States,Partial College,Management,F,M,1,2,0,0,103801,0.0,56.78,27
United States,Bachelors,Skilled Manual,F,S,0,0,0,0,59719,0.0,44.89,37
France,High School,Skilled Manual,M,S,0,1,0,0,52413,1.0,50.61,37
United States,Bachelors,Management,F,M,1,1,1,2,102186,1.0,53.32,56
United States,High School,Clerical,M,M,1,0,1,2,83756,1.0,52.48,52
Australia,Partial High School,Skilled Manual,F,M,1,1,1,2,59424,1.0,48.7,55
Germany,Partial College,Manual,M,M,1,1,2,2,31557,1.0,51.15,52
Germany,Bachelors,Manual,F,M,0,0,0,2,29819,0.0,52.97,41
United States,Bachelors,Clerical,F,M,1,0,0,1,86682,1.0,52.88,41
Australia,High School,Skilled Manual,F,S,0,2,0,0,57770,1.0,56.49,33
Australia,Partial College,Skilled Manual,M,S,1,1,0,1,55136,0.0,48.63,58
United States,Partial College,Skilled Manual,M,M,0,2,0,0,61195,0.0,50.64,27
Australia,Bachelors,Management,M,S,1,3,0,0,103641,1.0,52.52,37
Australia,Bachelors,Management,M,M,1,1,0,1,103029,1.0,49.02,42
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,58611,0.0,48.77,40
United States,High School,Clerical,M,M,1,2,2,2,85916,1.0,53.32,50
United States,Bachelors,Manual,M,S,0,0,0,0,28586,0.0,47.97,32
Canada,High School,Manual,M,S,0,0,0,0,29482,1.0,50.33,49
Canada,Graduate Degree,Professional,M,M,1,2,0,0,136946,1.0,52.81,34
Australia,High School,Skilled Manual,M,S,0,2,0,0,55279,0.0,49.17,33
Germany,Partial College,Manual,F,M,1,1,2,2,29031,0.0,49.71,47
United States,Partial College,Management,M,S,0,0,0,0,111358,1.0,50.61,30
France,High School,Manual,F,S,0,1,0,0,29656,1.0,51.61,35
United States,Partial College,Clerical,M,M,1,2,0,2,84759,1.0,60.82,47
United States,Partial College,Skilled Manual,F,M,1,0,1,2,57709,1.0,54.29,53
United Kingdom,Partial High School,Skilled Manual,M,S,0,1,0,0,56485,1.0,56.24,31
Germany,Bachelors,Skilled Manual,F,S,1,2,0,0,55493,0.0,49.28,48
United States,Partial College,Management,M,S,0,0,0,0,103046,1.0,48.6,30
United States,Partial College,Management,F,M,1,1,1,2,110917,1.0,47.88,43
France,Bachelors,Management,M,S,1,1,0,0,104835,0.0,47.29,46
United States,Graduate Degree,Professional,M,S,1,2,1,1,129036,1.0,51.51,65
Australia,Graduate Degree,Professional,M,M,1,3,1,2,130990,0.0,51.99,35
Germany,Partial High School,Skilled Manual,F,M,0,0,0,1,57687,1.0,51.08,33
United Kingdom,Partial High School,Skilled Manual,F,S,0,0,0,0,51077,0.0,54.33,40
Germany,Partial High School,Skilled Manual,F,M,1,1,1,2,51142,0.0,46.19,56
France,High School,Manual,M,S,0,0,0,0,33796,0.0,53.96,32
United States,Partial College,Management,M,M,0,1,0,0,106226,0.0,50.39,26
Australia,Graduate Degree,Professional,F,M,1,3,0,0,131375,0.0,48.1,35
Canada,Graduate Degree,Management,F,M,1,2,0,2,104236,0.0,51.95,32
United States,High School,Skilled Manual,M,M,1,1,0,2,52163,1.0,46.5,49
United States,Graduate Degree,Manual,F,M,0,1,0,1,30905,1.0,49.93,35
France,Partial College,Clerical,M,M,1,3,0,2,87294,1.0,57.29,43
United States,Partial College,Clerical,F,M,0,0,0,0,80002,1.0,53.14,30
Australia,Graduate Degree,Skilled Manual,F,S,0,1,0,0,56473,0.0,52.5,38
United Kingdom,Bachelors,Professional,M,M,1,2,0,0,137413,1.0,53.56,31
Canada,High School,Manual,F,M,1,0,0,2,32329,1.0,53.52,49
United States,Graduate Degree,Clerical,F,M,1,3,0,2,84550,1.0,57.44,64
France,Partial College,Management,M,M,1,1,0,1,104697,1.0,56.76,39
Canada,Partial College,Management,M,M,1,3,2,2,103314,0.0,52.74,72
United States,Graduate Degree,Professional,F,M,1,2,0,2,131861,1.0,54.23,68
United States,Bachelors,Clerical,F,S,0,3,0,0,81935,0.0,47.48,41
United States,Graduate Degree,Management,M,M,1,3,1,2,103559,1.0,57.04,67
United Kingdom,Bachelors,Management,M,M,1,2,0,0,104763,1.0,48.48,41
United States,Bachelors,Skilled Manual,M,S,0,1,0,0,59098,1.0,58.75,44
Germany,Partial College,Clerical,F,S,0,2,0,0,76409,0.0,48.85,26
United Kingdom,Partial College,Clerical,M,S,0,3,0,0,78181,1.0,54.97,26
Australia,Partial College,Manual,M,S,0,0,0,0,30550,0.0,50.49,26
United States,Partial College,Clerical,M,M,1,2,1,2,77192,0.0,51.7,40
United States,High School,Skilled Manual,M,M,0,1,0,0,54315,0.0,50.91,28
Australia,Bachelors,Management,M,S,1,2,0,0,103984,0.0,53.35,39
United States,High School,Skilled Manual,F,M,0,1,0,0,51237,1.0,56.26,29
United States,Bachelors,Management,M,M,1,1,1,2,110110,1.0,51.4,57
Germany,Partial College,Skilled Manual,F,S,0,1,0,0,54196,1.0,52.0,33
United Kingdom,Bachelors,Skilled Manual,F,S,1,2,0,1,55745,1.0,48.31,63
Australia,Bachelors,Management,M,M,1,2,0,0,104656,1.0,48.5,28
United Kingdom,Bachelors,Skilled Manual,M,S,0,1,0,0,60830,0.0,47.85,37
France,Partial College,Clerical,M,S,1,1,0,0,85318,0.0,48.83,46
United States,Graduate Degree,Clerical,M,M,1,2,1,1,85370,1.0,54.1,32
Australia,Partial College,Clerical,M,M,1,2,1,2,87651,1.0,48.54,50
Canada,Partial High School,Skilled Manual,F,M,1,2,0,2,58367,0.0,48.3,54
United States,Bachelors,Skilled Manual,F,M,1,0,0,1,55361,0.0,52.22,41
Australia,High School,Manual,M,M,0,0,1,1,28858,1.0,56.25,33
United States,Partial College,Skilled Manual,F,S,1,2,0,0,53854,0.0,59.04,56
Canada,High School,Skilled Manual,M,M,1,2,1,2,57498,1.0,54.64,56
United States,Partial College,Skilled Manual,M,M,0,1,0,0,58125,1.0,54.62,28
France,High School,Manual,M,S,1,1,0,0,29471,1.0,50.24,54
Australia,Partial College,Manual,M,M,1,0,0,1,35358,0.0,49.77,43
France,Graduate Degree,Professional,F,S,1,2,0,0,127783,1.0,48.17,35
United States,Partial College,Management,M,M,1,1,0,1,104990,1.0,51.98,43
United States,Bachelors,Professional,F,S,1,2,1,1,136455,0.0,46.34,60
United States,Bachelors,Skilled Manual,M,S,0,1,0,0,59444,0.0,50.95,39
Australia,Bachelors,Clerical,M,M,1,3,0,1,77692,1.0,50.82,33
Canada,Partial High School,Manual,M,S,0,0,0,0,31077,1.0,48.4,25
Canada,High School,Skilled Manual,M,M,0,1,0,0,54016,0.0,51.24,27
Germany,Graduate Degree,Skilled Manual,F,M,0,0,1,2,51158,1.0,52.24,35
United States,High School,Manual,F,S,0,0,0,0,34158,0.0,47.61,49
Australia,Partial College,Management,M,M,0,3,0,0,105735,1.0,59.18,26
Australia,Bachelors,Clerical,F,S,0,2,0,0,82978,1.0,59.31,32
United Kingdom,Partial College,Skilled Manual,F,M,1,1,0,1,59957,0.0,52.91,44
Canada,Bachelors,Clerical,F,S,0,0,0,0,85207,1.0,53.05,35
Canada,High School,Skilled Manual,M,M,1,1,1,1,51510,1.0,54.8,44
Australia,Bachelors,Skilled Manual,M,M,0,2,0,0,54660,0.0,48.79,31
United States,Partial High School,Skilled Manual,M,S,1,2,0,0,61552,0.0,49.09,52
United Kingdom,Bachelors,Clerical,M,M,1,2,1,2,80306,1.0,50.11,39
Australia,Bachelors,Skilled Manual,F,S,0,0,0,0,61111,0.0,47.19,36
United States,Partial College,Clerical,F,S,1,2,0,0,84202,1.0,50.84,56
United States,Graduate Degree,Management,M,M,1,3,2,2,110113,1.0,57.8,62
France,Bachelors,Manual,F,S,0,1,0,0,30041,1.0,53.46,35
United Kingdom,Partial College,Skilled Manual,F,S,1,1,1,1,57181,0.0,49.26,59
Australia,Graduate Degree,Clerical,F,S,0,2,0,0,85056,0.0,50.81,38
Germany,High School,Manual,F,S,0,0,0,0,31299,1.0,50.22,33
Canada,Graduate Degree,Clerical,M,S,1,3,1,1,77637,0.0,46.56,61
United States,High School,Clerical,M,S,1,3,0,0,85196,1.0,49.91,42
United States,Partial College,Management,M,M,1,2,2,2,112512,1.0,54.68,57
Australia,Bachelors,Clerical,M,M,0,1,0,0,78916,1.0,62.32,29
United States,Bachelors,Management,F,M,1,1,2,2,106441,0.0,52.96,45
Australia,High School,Clerical,F,S,1,3,0,0,85657,0.0,45.38,48
United States,Bachelors,Manual,M,M,0,0,0,2,30638,1.0,51.76,40
United States,Graduate Degree,Skilled Manual,F,S,1,0,0,0,55086,0.0,52.27,51
United Kingdom,Bachelors,Management,M,S,1,2,0,0,109020,1.0,47.03,37
United States,Graduate Degree,Professional,M,M,1,1,1,2,128598,0.0,50.45,38
France,Bachelors,Professional,F,M,1,0,0,2,133163,1.0,49.75,32
United States,High School,Manual,M,M,0,1,0,0,27697,1.0,56.96,28
Australia,Bachelors,Clerical,F,M,1,1,1,2,77540,0.0,50.62,63
United States,High School,Clerical,M,S,1,1,0,0,82628,1.0,48.49,48
United States,High School,Manual,M,S,0,0,0,0,32964,1.0,52.03,50
Canada,High School,Clerical,F,M,0,3,0,0,85967,1.0,56.17,28
Germany,High School,Skilled Manual,M,M,1,1,1,1,61652,1.0,51.73,41
Canada,High School,Skilled Manual,M,M,1,2,0,2,58155,0.0,53.1,44
United States,Graduate Degree,Clerical,M,S,0,1,0,0,78376,0.0,46.15,38
United States,High School,Skilled Manual,M,M,0,2,0,0,60231,1.0,56.47,28
Australia,Bachelors,Professional,F,M,1,1,0,2,127999,0.0,56.11,36
United States,Graduate Degree,Professional,F,S,1,2,0,0,137772,1.0,50.65,38
Australia,Bachelors,Skilled Manual,F,M,1,1,1,2,52858,0.0,48.16,63
United States,Bachelors,Skilled Manual,M,M,1,1,0,2,54122,0.0,46.31,42
Australia,Bachelors,Manual,F,S,0,0,0,0,29538,0.0,51.95,40
Australia,High School,Skilled Manual,M,S,1,0,0,0,56583,0.0,51.54,48
France,Bachelors,Management,M,M,1,3,0,2,112213,1.0,49.02,51
United States,Partial College,Management,F,S,1,2,0,0,103869,1.0,54.84,54
Australia,High School,Skilled Manual,F,M,1,1,0,2,53552,0.0,55.33,52
United States,Bachelors,Manual,M,M,0,1,0,1,33756,1.0,48.27,36
United States,Bachelors,Skilled Manual,F,S,0,1,0,0,60210,1.0,52.1,42
Canada,Partial High School,Manual,M,M,1,1,1,2,27156,1.0,48.56,52
United States,Partial College,Skilled Manual,M,S,0,1,0,0,52650,1.0,53.33,37
United Kingdom,Bachelors,Professional,M,M,1,2,2,2,128771,0.0,50.29,40
United Kingdom,Graduate Degree,Management,M,S,0,1,0,0,104147,0.0,46.2,35
United States,Partial High School,Skilled Manual,F,M,1,1,0,3,54252,0.0,49.62,83
Australia,Partial High School,Skilled Manual,F,M,1,0,1,2,59477,1.0,47.86,54
Canada,Bachelors,Skilled Manual,M,M,1,1,1,2,55287,1.0,53.02,58
United States,Bachelors,Skilled Manual,M,M,1,2,1,2,52392,1.0,54.84,39
France,High School,Clerical,F,S,0,1,0,0,81135,0.0,55.03,28
Germany,Bachelors,Manual,F,M,0,1,0,1,32743,0.0,50.16,37
United States,High School,Manual,F,M,1,1,1,2,31874,1.0,48.91,57
Canada,Partial High School,Skilled Manual,F,M,1,1,0,2,55866,1.0,55.3,50
United Kingdom,Graduate Degree,Professional,M,S,1,1,0,0,137966,1.0,48.49,34
Australia,Bachelors,Management,M,M,1,2,2,2,107225,0.0,51.42,37
Germany,Bachelors,Professional,F,S,1,1,0,0,131119,0.0,47.46,38
United States,Partial College,Clerical,F,S,0,3,0,0,80371,1.0,52.21,24
United Kingdom,High School,Manual,F,S,0,0,0,0,35353,1.0,59.91,39
Australia,Partial College,Clerical,M,M,1,0,0,1,77294,1.0,56.3,42
Australia,Bachelors,Skilled Manual,F,M,0,1,1,2,59706,0.0,54.92,33
United States,High School,Manual,M,M,1,0,0,1,27356,0.0,48.31,48
Australia,Partial College,Manual,M,S,0,0,0,0,26872,1.0,50.29,26
Canada,Partial High School,Skilled Manual,M,S,1,1,0,0,58984,1.0,54.68,47
United States,Bachelors,Clerical,M,M,1,3,1,2,80973,1.0,52.17,41
United States,Partial College,Clerical,M,M,1,2,1,2,81423,0.0,49.42,56
United States,Bachelors,Clerical,F,M,1,1,1,2,80091,0.0,51.95,61
United States,Bachelors,Manual,F,S,0,1,0,0,29824,1.0,56.7,39
United States,Bachelors,Clerical,M,S,0,2,0,0,77060,1.0,49.85,36
United States,Bachelors,Professional,M,M,1,2,1,2,137093,1.0,56.7,57
Germany,Partial College,Clerical,M,S,0,0,0,0,87004,1.0,53.31,28
Australia,High School,Clerical,F,M,0,2,0,0,79068,1.0,53.45,30
United States,Bachelors,Clerical,F,S,1,0,0,0,84873,1.0,50.65,47
Australia,Bachelors,Clerical,M,M,1,2,1,2,78502,1.0,54.79,40
Australia,Partial College,Clerical,F,S,1,0,0,0,77599,1.0,55.18,42
United States,Graduate Degree,Professional,F,M,1,2,1,2,135307,1.0,50.52,32
United Kingdom,High School,Clerical,M,M,1,1,0,2,84723,1.0,56.23,51
Canada,Bachelors,Clerical,F,M,1,0,1,1,77037,1.0,55.29,35
United States,Bachelors,Skilled Manual,M,M,1,1,1,2,57434,1.0,59.62,62
Australia,Bachelors,Clerical,F,S,0,2,0,0,83861,1.0,52.6,36
United States,Graduate Degree,Professional,F,M,1,2,2,2,136847,1.0,50.62,44
United Kingdom,Partial College,Clerical,M,S,0,0,0,0,85161,1.0,53.02,34
United States,Bachelors,Professional,F,S,1,2,0,0,136126,0.0,48.96,37
United States,Bachelors,Professional,F,M,1,2,1,2,127692,1.0,46.79,58
Australia,High School,Skilled Manual,M,S,1,1,0,0,53771,1.0,51.46,48
Germany,Partial College,Clerical,F,S,0,3,0,0,79594,1.0,56.8,33
United Kingdom,Bachelors,Clerical,M,M,1,3,1,2,87509,1.0,53.89,36
Australia,Bachelors,Clerical,F,M,1,1,1,2,77436,1.0,51.73,37
United Kingdom,High School,Skilled Manual,F,M,1,1,0,1,60408,1.0,53.8,49
Germany,Partial College,Manual,F,M,1,1,0,2,34418,0.0,54.26,45
Australia,Partial High School,Skilled Manual,F,M,1,2,2,2,52080,1.0,50.05,56
Canada,Partial High School,Skilled Manual,M,S,1,2,0,0,61209,1.0,51.52,49
United States,Graduate Degree,Clerical,F,M,1,3,2,2,83311,1.0,52.62,67
France,High School,Clerical,M,S,0,2,0,0,82781,0.0,53.35,28
United States,Graduate Degree,Clerical,M,M,1,1,1,2,87427,0.0,51.31,62
France,Bachelors,Clerical,M,M,1,1,0,2,79095,0.0,51.54,42
United States,Bachelors,Manual,F,S,0,0,0,0,36021,0.0,48.48,35
Australia,Bachelors,Clerical,M,S,0,0,0,0,81035,0.0,48.49,39
United States,Bachelors,Professional,F,M,1,0,1,2,133578,0.0,53.07,51
United Kingdom,Partial College,Management,M,S,0,2,0,0,102730,0.0,48.98,32
United States,Partial College,Management,M,M,1,0,0,0,112511,0.0,52.3,29
United States,Partial College,Skilled Manual,F,M,1,1,1,2,54348,0.0,55.52,49
United Kingdom,Bachelors,Skilled Manual,M,M,1,2,0,2,57924,1.0,49.06,59
Australia,Partial College,Skilled Manual,F,M,1,0,0,2,55293,1.0,49.32,43
United States,High School,Clerical,F,S,0,1,0,0,79874,0.0,48.68,28
Germany,Partial High School,Skilled Manual,M,S,0,1,0,0,59359,0.0,49.49,39
France,Partial College,Clerical,F,S,0,2,0,0,85752,0.0,57.35,29
Australia,Bachelors,Management,M,M,1,2,0,2,103053,1.0,59.25,41
United States,Partial College,Manual,F,M,1,1,1,1,33419,1.0,51.04,48
Australia,Partial College,Skilled Manual,M,S,0,1,0,0,51543,1.0,50.43,27
Germany,Partial College,Skilled Manual,M,M,1,1,0,2,60226,0.0,49.1,44
Australia,Partial College,Skilled Manual,M,S,0,0,0,0,55509,1.0,51.52,24
United States,High School,Clerical,M,M,1,1,0,2,81584,1.0,61.86,50
United States,Bachelors,Management,M,M,1,1,1,1,103557,0.0,52.93,46
United States,Partial College,Management,F,M,1,1,0,0,103613,0.0,49.23,28
Canada,Partial College,Manual,F,S,0,0,0,0,34354,0.0,50.01,44
Australia,High School,Manual,F,S,0,0,0,0,27930,1.0,56.75,49
United States,Graduate Degree,Management,M,S,0,2,0,0,104277,1.0,57.14,34
Australia,Partial College,Management,M,M,1,3,2,2,103153,1.0,45.48,44
United States,High School,Skilled Manual,M,M,1,1,0,2,55379,1.0,48.94,54
United States,Bachelors,Skilled Manual,F,M,0,0,0,1,57972,1.0,48.76,36
Australia,Bachelors,Clerical,F,M,1,2,0,1,86684,0.0,45.8,32
United States,High School,Skilled Manual,M,M,1,1,2,2,54642,0.0,50.96,44
Germany,Partial High School,Skilled Manual,M,S,1,1,0,0,53298,0.0,48.75,56
United States,Bachelors,Manual,F,M,1,1,0,3,30225,0.0,53.4,65
Canada,Partial College,Skilled Manual,M,M,0,0,0,0,56770,1.0,52.51,29
France,Partial College,Manual,F,M,1,0,1,2,33477,0.0,48.41,47
Canada,Graduate Degree,Manual,F,M,1,1,0,1,32700,0.0,47.22,45
France,Bachelors,Management,F,M,1,2,0,2,101730,0.0,51.41,38
Australia,Partial College,Skilled Manual,F,S,0,1,0,0,52568,1.0,54.36,43
United States,Partial High School,Manual,M,S,1,1,0,0,26199,1.0,52.81,52
United States,Bachelors,Management,F,M,1,0,1,2,105878,1.0,50.21,43
Canada,Partial College,Skilled Manual,F,M,1,2,0,2,50875,0.0,48.71,57
Australia,Bachelors,Manual,M,M,0,0,1,2,29427,1.0,53.3,37
Canada,Bachelors,Skilled Manual,F,S,1,2,0,1,51039,0.0,54.96,60
